日期,Open,High,Low,Close
2023-07-24,1431.96,1440.99,1420.9,1424.97
2023-07-25,1429.86,1434.348,1420.96,1420.99
2023-07-26,1424.99,1448.49,1423.602,1438.92
2023-07-27,1441.78,1454.59,1427.56,1445.41
2023-07-28,1455.0,1457.71,1444.54,1447.48
2023-07-31,1444.78,1457.23,1440.73,1449.71
2023-08-01,1443.06,1458.06,1433.73,1435.1
2023-08-02,1432.01,1446.64,1431.099,1445.33
2023-08-03,1443.0,1474.67,1427.44,1474.64
2023-08-04,1474.51,1482.66,1460.03,1467.03
2023-08-07,1479.26,1507.95,1471.05,1498.75
2023-08-08,1493.79,1513.45,1492.1,1500.75
2023-08-09,1501.0,1515.4,1494.78,1502.01
2023-08-10,1509.88,1519.96,1502.592,1504.52
2023-08-11,1500.62,1514.51,1500.0,1506.2
2023-08-14,1508.2,1511.0,1499.39,1504.99
2023-08-15,1494.46,1502.85,1490.5,1494.94
2023-08-16,1493.76,1512.58,1490.42,1504.53
2023-08-17,1503.39,1511.241,1490.89,1492.88
2023-08-18,1490.16,1500.71,1480.01,1495.11
2023-08-21,1495.56,1495.56,1475.54,1475.8
2023-08-22,1475.8,1481.09,1454.365,1464.83
2023-08-23,1468.94,1477.069,1460.6,1464.57
2023-08-24,1460.91,1482.0,1460.11,1467.27
2023-08-25,1463.72,1479.36,1458.337,1465.64
2023-08-28,1462.4,1484.3,1460.98,1473.77
2023-08-29,1474.0,1482.28,1459.0,1478.58
2023-08-30,1472.01,1491.54,1472.01,1482.17
2023-08-31,1482.21,1487.23,1472.29,1478.92
2023-09-01,1490.15,1499.91,1484.01,1490.06
2023-09-05,1487.31,1498.49,1456.4,1457.78
2023-09-06,1455.83,1469.99,1443.15,1460.0
2023-09-07,1462.18,1480.24,1450.66,1471.32
2023-09-08,1473.93,1488.74,1468.141,1473.08
2023-09-11,1482.05,1497.46,1479.02,1488.58
2023-09-12,1489.98,1516.0,1484.04,1503.5
2023-09-13,1504.94,1517.0,1497.337,1505.07
2023-09-14,1517.54,1528.8,1505.06,1519.65
2023-09-15,1511.66,1529.11,1508.84,1521.42
2023-09-18,1524.0,1541.38,1522.3,1535.12
2023-09-19,1542.2,1549.29,1535.14,1543.95
2023-09-20,1545.22,1558.42,1542.08,1542.14
2023-09-21,1540.9,1560.0,1519.04,1519.51
2023-09-22,1517.19,1535.53,1500.01,1526.13
2023-09-25,1519.63,1533.48,1511.13,1526.22
2023-09-26,1521.71,1531.204,1502.99,1505.68
2023-09-27,1510.0,1511.18,1490.01,1498.98
2023-09-28,1501.06,1512.99,1499.99,1507.17
2023-09-29,1509.24,1512.0,1470.15,1472.49
2023-10-02,1467.48,1479.66,1452.64,1460.0
2023-10-03,1459.99,1464.81,1441.9,1447.15
2023-10-04,1445.2,1464.54,1441.025,1460.0
2023-10-05,1458.06,1479.44,1452.15,1463.43
2023-10-06,1463.19,1482.56,1455.54,1464.88
2023-10-09,1451.23,1468.548,1451.23,1463.22
2023-10-10,1464.95,1472.208,1460.47,1463.32
2023-10-11,1460.0,1490.19,1460.0,1487.33
2023-10-12,1487.86,1492.85,1474.72,1485.49
2023-10-13,1493.0,1507.83,1485.81,1495.87
2023-10-16,1501.56,1528.08,1501.56,1505.62
2023-10-17,1502.0,1526.06,1500.01,1500.91
2023-10-18,1495.33,1510.55,1486.65,1498.17
2023-10-19,1500.93,1509.72,1475.66,1479.33
2023-10-20,1480.51,1488.81,1450.0,1451.23
2023-10-23,1450.02,1458.0,1430.195,1435.76
2023-10-24,1446.12,1479.68,1444.48,1472.57
2023-10-25,1473.14,1489.07,1458.56,1461.62
2023-10-26,1462.13,1477.9,1458.56,1461.14
2023-10-27,1454.71,1459.46,1425.56,1432.25
2023-10-30,1435.15,1463.04,1426.11,1457.26
2023-10-31,1460.0,1481.47,1455.73,1470.52
2023-11-01,1477.99,1498.93,1461.05,1492.68
2023-11-02,1430.0,1434.576,1295.65,1301.3
2023-11-03,1324.75,1342.1,1302.0,1336.97
2023-11-06,1341.68,1357.515,1326.9,1335.04
2023-11-07,1337.63,1364.66,1328.88,1337.35
2023-11-08,1337.05,1340.32,1317.0,1332.22
2023-11-09,1329.38,1357.18,1325.0,1343.09
2023-11-10,1342.89,1354.49,1333.21,1339.72
2023-11-13,1339.72,1355.31,1339.72,1353.79
2023-11-14,1357.65,1385.15,1353.95,1371.47
2023-11-15,1368.69,1394.0,1364.0,1378.86
2023-11-16,1382.78,1403.46,1376.45,1381.0
2023-11-17,1387.61,1408.03,1383.37,1403.48
2023-11-20,1405.99,1415.239,1401.15,1409.83
2023-11-21,1412.56,1446.89,1412.56,1435.29
2023-11-22,1419.94,1439.24,1415.73,1429.5
2023-11-24,1436.25,1454.54,1436.25,1442.25
2023-11-27,1443.12,1455.57,1425.28,1437.77
2023-11-28,1433.28,1449.13,1414.36,1416.95
2023-11-29,1414.78,1433.0,1409.83,1415.16
2023-11-30,1427.92,1450.63,1417.32,1439.09
2023-12-01,1431.74,1445.88,1421.32,1425.0
2023-12-04,1420.14,1429.635,1401.74,1410.17
2023-12-05,1406.86,1407.62,1387.51,1401.29
2023-12-06,1402.73,1410.6,1380.32,1386.99
2023-12-07,1387.59,1388.98,1362.83,1366.18
2023-12-08,1368.13,1374.06,1353.5,1374.0
2023-12-11,1376.89,1405.99,1370.01,1399.43
2023-12-12,1400.0,1407.0,1387.55,1393.03
2023-12-13,1390.83,1397.7,1383.97,1388.44
2023-12-14,1384.0,1387.95,1359.01,1385.24
2023-12-15,1383.03,1404.98,1376.0,1394.9
2023-12-18,1399.57,1410.88,1395.0,1408.08
2023-12-19,1407.44,1425.0,1400.02,1410.25
2023-12-20,1405.0,1406.36,1383.24,1385.25
2023-12-21,1386.0,1399.095,1375.99,1387.39
2023-12-22,1391.27,1397.99,1379.73,1386.82
2023-12-26,1384.11,1398.2,1380.59,1395.04
2023-12-27,1389.57,1402.63,1389.08,1400.6
2023-12-28,1400.89,1414.52,1398.285,1411.91
2023-12-29,1412.0,1423.886,1407.71,1419.9
2024-01-02,1424.0,1438.525,1424.0,1436.46
2024-01-03,1438.52,1445.2,1423.23,1428.39
2024-01-04,1427.5,1453.24,1425.11,1435.13
2024-01-05,1438.29,1448.97,1425.77,1426.43
2024-01-08,1425.5,1430.05,1406.996,1417.75
2024-01-09,1415.55,1419.99,1401.05,1413.65
2024-01-10,1413.0,1422.521,1402.5,1410.0
2024-01-11,1417.72,1425.3,1397.29,1421.97
2024-01-12,1435.72,1438.11,1418.02,1429.84
2024-01-16,1429.56,1442.05,1411.62,1431.32
2024-01-17,1427.82,1441.84,1416.98,1421.51
2024-01-18,1427.79,1434.5,1414.91,1431.69
2024-01-19,1444.0,1451.554,1435.0,1447.81
2024-01-22,1451.75,1467.915,1450.16,1461.73
2024-01-23,1454.98,1469.99,1450.16,1457.77
2024-01-24,1465.7,1475.875,1460.826,1468.78
2024-01-25,1475.95,1493.18,1459.76,1471.93
2024-01-26,1464.98,1479.97,1463.78,1475.74
2024-01-29,1473.52,1493.78,1468.15,1492.69
2024-01-30,1488.9,1507.4,1484.34,1500.73
2024-01-31,1509.98,1518.04,1497.35,1497.43
2024-02-01,1390.0,1419.31,1342.66,1395.13
2024-02-02,1409.28,1425.83,1399.045,1412.41
2024-02-05,1412.41,1429.535,1412.41,1418.46
2024-02-06,1432.4,1433.97,1406.52,1407.76
2024-02-07,1419.05,1456.29,1415.11,1445.42
2024-02-08,1441.15,1448.69,1407.16,1408.45
2024-02-09,1407.0,1434.62,1405.11,1428.94
2024-02-12,1433.99,1451.85,1426.645,1443.97
2024-02-13,1444.84,1450.82,1431.49,1440.96
2024-02-14,1443.65,1468.98,1441.02,1468.97
2024-02-15,1470.64,1491.52,1467.23,1469.66
2024-02-16,1472.06,1482.86,1460.94,1461.5
2024-02-20,1452.02,1474.16,1450.0,1453.13
2024-02-21,1456.28,1467.91,1451.11,1462.82
2024-02-22,1467.32,1480.0,1459.15,1474.52
2024-02-23,1477.16,1484.95,1465.86,1471.52
2024-02-26,1476.22,1491.29,1441.02,1443.07
2024-02-27,1454.26,1465.67,1431.6,1461.42
